underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2016-06-01,VIX,2016-06-01,10,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,6,
^VIX,2016-06-02,VIX,2016-06-02,10,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-06-03,VIX,2016-06-03,10.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-06-04,VIX,2016-06-04,10.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-06-05,VIX,2016-06-05,11,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-06-06,VIX,2016-06-06,11,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-06-07,VIX,2016-06-07,11.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,83,
^VIX,2016-06-08,VIX,2016-06-08,11.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-06-09,VIX,2016-06-09,12,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,5,
^VIX,2016-06-10,VIX,2016-06-10,12,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-06-11,VIX,2016-06-11,12.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,6,
^VIX,2016-06-12,VIX,2016-06-12,12.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,10,
^VIX,2016-06-13,VIX,2016-06-13,13,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,61,
^VIX,2016-06-14,VIX,2016-06-14,13,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,32,
^VIX,2016-06-15,VIX,2016-06-15,13.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,883,
^VIX,2016-06-16,VIX,2016-06-16,13.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,1442,
^VIX,2016-06-17,VIX,2016-06-17,14,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,223,
^VIX,2016-06-18,VIX,2016-06-18,14,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,4479,
^VIX,2016-06-19,VIX,2016-06-19,14.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,2017,
^VIX,2016-06-20,VIX,2016-06-20,14.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,7369,
^VIX,2016-06-21,VIX,2016-06-21,15,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,2888,
^VIX,2016-06-22,VIX,2016-06-22,15,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,4697,
^VIX,2016-06-23,VIX,2016-06-23,16,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,5382,
^VIX,2016-06-24,VIX,2016-06-24,16,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,4599,
^VIX,2016-06-25,VIX,2016-06-25,17,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,1558,
^VIX,2016-06-26,VIX,2016-06-26,17,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,1102,
^VIX,2016-06-27,VIX,2016-06-27,18,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,1537,
^VIX,2016-06-28,VIX,2016-06-28,18,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,1764,
^VIX,2016-06-29,VIX,2016-06-29,19,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,5710,
^VIX,2016-06-30,VIX,2016-06-30,19,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,113,
^VIX,2016-07-01,VIX,2016-07-01,20,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,2586,
^VIX,2016-07-02,VIX,2016-07-02,20,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,87,
^VIX,2016-07-03,VIX,2016-07-03,21,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,497,
^VIX,2016-07-04,VIX,2016-07-04,21,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,1,
^VIX,2016-07-05,VIX,2016-07-05,22,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,9713,
^VIX,2016-07-06,VIX,2016-07-06,22,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,3,
^VIX,2016-07-07,VIX,2016-07-07,23,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,325,
^VIX,2016-07-08,VIX,2016-07-08,23,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,1,
^VIX,2016-07-09,VIX,2016-07-09,24,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,188,
^VIX,2016-07-10,VIX,2016-07-10,24,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-11,VIX,2016-07-11,25,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,223,
^VIX,2016-07-12,VIX,2016-07-12,25,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-13,VIX,2016-07-13,26,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,43,
^VIX,2016-07-14,VIX,2016-07-14,26,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,20,
^VIX,2016-07-15,VIX,2016-07-15,27,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,45,
^VIX,2016-07-16,VIX,2016-07-16,27,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,150,
^VIX,2016-07-17,VIX,2016-07-17,28,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,443,
^VIX,2016-07-18,VIX,2016-07-18,28,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-19,VIX,2016-07-19,29,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-20,VIX,2016-07-20,29,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-21,VIX,2016-07-21,30,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,2,
^VIX,2016-07-22,VIX,2016-07-22,30,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,30,
^VIX,2016-07-23,VIX,2016-07-23,32.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,20,
^VIX,2016-07-24,VIX,2016-07-24,32.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-25,VIX,2016-07-25,35,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,27,
^VIX,2016-07-26,VIX,2016-07-26,35,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-27,VIX,2016-07-27,37.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,12,
^VIX,2016-07-28,VIX,2016-07-28,37.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-29,VIX,2016-07-29,40,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-30,VIX,2016-07-30,40,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-07-31,VIX,2016-07-31,42.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-01,VIX,2016-08-01,42.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-02,VIX,2016-08-02,45,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,111,
^VIX,2016-08-03,VIX,2016-08-03,45,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-04,VIX,2016-08-04,47.5,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-05,VIX,2016-08-05,47.5,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-06,VIX,2016-08-06,50,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-07,VIX,2016-08-07,50,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-08,VIX,2016-08-08,55,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-09,VIX,2016-08-09,55,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-10,VIX,2016-08-10,60,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-11,VIX,2016-08-11,60,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-12,VIX,2016-08-12,65,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-13,VIX,2016-08-13,65,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-14,VIX,2016-08-14,70,C,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-15,VIX,2016-08-15,70,P,0,0,0,0,0,0,0,0,0,14.24,14.24,0,0,0,0,14.2,14.2,0,0,
^VIX,2016-08-16,VIX,2016-08-16,10,C,0,0,0,0,0,4481,4.3,5051,4.8,14.24,14.24,5190,4.4,3232,4.8,14.2,14.2,0,328,
^VIX,2016-08-17,VIX,2016-08-17,10,P,0,0,0,0,0,0,0,5785,0.05,14.24,14.24,0,0,5760,0.05,14.2,14.2,0,2,
^VIX,2016-08-18,VIX,2016-08-18,10.5,C,0,0,0,0,0,4029,3.8,60,4.2,14.24,14.24,5190,3.9,3006,4.3,14.2,14.2,0,0,
^VIX,2016-08-19,VIX,2016-08-19,10.5,P,0,0,0,0,0,0,0,6275,0.05,14.24,14.24,0,0,6130,0.05,14.2,14.2,0,0,
^VIX,2016-08-20,VIX,2016-08-20,11,C,0,0,0,0,0,3544,3.3,60,3.7,14.24,14.24,5190,3.4,2749,3.8,14.2,14.2,0,0,
^VIX,2016-08-21,VIX,2016-08-21,11,P,0,0,0,0,0,0,0,5669,0.05,14.24,14.24,0,0,5591,0.05,14.2,14.2,0,0,
^VIX,2016-08-22,VIX,2016-08-22,11.5,C,0,0,0,0,0,80,2.85,5128,3.3,14.24,14.24,3262,2.95,2563,3.3,14.2,14.2,0,0,
^VIX,2016-08-23,VIX,2016-08-23,11.5,P,0,0,0,0,0,0,0,5372,0.05,14.24,14.24,0,0,5148,0.05,14.2,14.2,0,0,
^VIX,2016-08-24,VIX,2016-08-24,12,C,0,0,0,0,0,291,2.35,2886,2.75,14.24,14.24,3547,2.45,2422,2.8,14.2,14.2,0,13,
^VIX,2016-08-25,VIX,2016-08-25,12,P,0,0,0,0,0,0,0,4988,0.05,14.24,14.24,0,0,4880,0.05,14.2,14.2,0,1,
^VIX,2016-08-26,VIX,2016-08-26,12.5,C,2.4,2.4,2.4,2.4,1,259,1.9,2313,2.25,14.24,14.24,259,2,1804,2.3,14.2,14.2,2.4,1,
^VIX,2016-08-27,VIX,2016-08-27,12.5,P,0,0,0,0,0,0,0,3426,0.05,14.24,14.24,0,0,3680,0.05,14.2,14.2,0,2,
^VIX,2016-08-28,VIX,2016-08-28,13,C,2.1,2.15,1.7,1.7,213,1027,1.45,2003,1.75,14.24,14.24,755,1.55,300,1.8,14.2,14.2,1.931,101,
^VIX,2016-08-29,VIX,2016-08-29,13,P,0.03,0.1,0.03,0.1,11,0,0,5109,0.1,14.24,14.24,0,0,6049,0.1,14.2,14.2,0.0936,45,
^VIX,2016-08-30,VIX,2016-08-30,13.5,C,1.25,1.25,1.25,1.25,1,1395,1.05,1471,1.3,14.24,14.24,2767,1.1,366,1.35,14.2,14.2,1.25,84,
^VIX,2016-08-31,VIX,2016-08-31,13.5,P,0,0,0,0,0,4167,0.05,4282,0.2,14.24,14.24,0,0,5799,0.2,14.2,14.2,0,22,
^VIX,2016-09-01,VIX,2016-09-01,14,C,1.3,1.5,0.95,0.95,175,219,0.8,3010,0.95,14.24,14.24,130,0.9,10,0.95,14.2,14.2,1.032,1136,
^VIX,2016-09-02,VIX,2016-09-02,14,P,0.1,0.25,0.1,0.25,623,2845,0.2,1,0.35,14.24,14.24,10,0.25,271,0.3,14.2,14.2,0.2455,7302,
^VIX,2016-09-03,VIX,2016-09-03,14.5,C,1,1.1,0.65,0.65,55,265,0.55,4233,0.7,14.24,14.24,3499,0.55,4249,0.75,14.2,14.2,0.7764,303,
^VIX,2016-09-04,VIX,2016-09-04,14.5,P,0.3,0.55,0.3,0.55,67,1939,0.45,1893,0.65,14.24,14.24,4331,0.4,2690,0.6,14.2,14.2,0.4485,152,
^VIX,2016-09-05,VIX,2016-09-05,15,C,0.9,0.95,0.5,0.5,82,3698,0.35,221,0.5,14.24,14.24,6722,0.35,3932,0.55,14.2,14.2,0.6689,1208,
^VIX,2016-09-06,VIX,2016-09-06,15,P,0.55,0.9,0.52,0.75,99,5013,0.75,246,0.95,14.24,14.24,5032,0.7,2773,0.95,14.2,14.2,0.6159,8396,
^VIX,2016-09-07,VIX,2016-09-07,16,C,0.5,0.5,0.25,0.25,5127,1,0.2,6074,0.3,14.24,14.24,1,0.2,100,0.25,14.2,14.2,0.2509,6782,
^VIX,2016-09-08,VIX,2016-09-08,16,P,1.4,1.6,1.4,1.4,2515,480,1.55,1325,1.8,14.24,14.24,480,1.5,3070,1.75,14.2,14.2,1.5976,5988,
^VIX,2016-09-09,VIX,2016-09-09,17,C,0.25,0.25,0.18,0.18,109,6292,0.05,7008,0.2,14.24,14.24,8080,0.05,5334,0.2,14.2,14.2,0.2087,1195,
^VIX,2016-09-10,VIX,2016-09-10,17,P,0,0,0,0,0,2869,2.4,1173,2.75,14.24,14.24,3664,2.35,2069,2.65,14.2,14.2,0,238,
^VIX,2016-09-11,VIX,2016-09-11,18,C,0.15,0.15,0.15,0.15,5,299,0.05,8270,0.15,14.24,14.24,225,0.05,6857,0.15,14.2,14.2,0.15,1156,
^VIX,2016-09-12,VIX,2016-09-12,18,P,3,3,3,3,3,4720,3.3,556,3.7,14.24,14.24,2487,3.3,1980,3.6,14.2,14.2,3,604,
^VIX,2016-09-13,VIX,2016-09-13,19,C,0.15,0.15,0.05,0.05,211,0,0,6285,0.1,14.24,14.24,100,0.05,5318,0.1,14.2,14.2,0.0974,836,
^VIX,2016-09-14,VIX,2016-09-14,19,P,0,0,0,0,0,4161,4.3,1349,4.7,14.24,14.24,6720,4.2,3364,4.6,14.2,14.2,0,5,
^VIX,2016-09-15,VIX,2016-09-15,20,C,0.1,0.1,0.05,0.05,445,0,0,272,0.05,14.24,14.24,0,0,10,0.05,14.2,14.2,0.0511,842,
^VIX,2016-09-16,VIX,2016-09-16,20,P,0,0,0,0,0,2375,5.3,5397,5.8,14.24,14.24,5391,5.2,3158,5.6,14.2,14.2,0,0,
^VIX,2016-09-17,VIX,2016-09-17,21,C,0,0,0,0,0,0,0,351,0.05,14.24,14.24,0,0,384,0.05,14.2,14.2,0,605,
^VIX,2016-09-18,VIX,2016-09-18,21,P,0,0,0,0,0,1631,6.3,5418,6.8,14.24,14.24,4883,6.2,3744,6.6,14.2,14.2,0,251,
^VIX,2016-09-19,VIX,2016-09-19,22,C,0,0,0,0,0,0,0,3055,0.05,14.24,14.24,0,0,2839,0.05,14.2,14.2,0,242,
^VIX,2016-09-20,VIX,2016-09-20,22,P,0,0,0,0,0,1058,7.3,5538,7.8,14.24,14.24,3963,7.2,4311,7.6,14.2,14.2,0,200,
^VIX,2016-09-21,VIX,2016-09-21,23,C,0,0,0,0,0,0,0,5610,0.05,14.24,14.24,0,0,5151,0.05,14.2,14.2,0,2980,
^VIX,2016-09-22,VIX,2016-09-22,23,P,0,0,0,0,0,5700,8.2,2363,8.7,14.24,14.24,3213,8.2,4865,8.6,14.2,14.2,0,0,
^VIX,2016-09-23,VIX,2016-09-23,24,C,0,0,0,0,0,0,0,5369,0.05,14.24,14.24,0,0,5123,0.05,14.2,14.2,0,8436,
^VIX,2016-09-24,VIX,2016-09-24,24,P,0,0,0,0,0,5790,9.2,2903,9.7,14.24,14.24,2701,9.2,5388,9.6,14.2,14.2,0,200,
^VIX,2016-09-25,VIX,2016-09-25,25,C,0.03,0.03,0.03,0.03,1,0,0,5594,0.05,14.24,14.24,0,0,5391,0.05,14.2,14.2,0.03,851,
^VIX,2016-09-26,VIX,2016-09-26,25,P,0,0,0,0,0,5342,10.2,3245,10.7,14.24,14.24,2175,10.2,5680,10.6,14.2,14.2,0,0,
^VIX,2016-09-27,VIX,2016-09-27,26,C,0,0,0,0,0,0,0,5672,0.05,14.24,14.24,0,0,5571,0.05,14.2,14.2,0,750,
^VIX,2016-09-28,VIX,2016-09-28,26,P,0,0,0,0,0,4392,11.2,2907,11.7,14.24,14.24,1852,11.2,5680,11.6,14.2,14.2,0,0,
^VIX,2016-09-29,VIX,2016-09-29,27,C,0,0,0,0,0,0,0,5779,0.05,14.24,14.24,0,0,5570,0.05,14.2,14.2,0,3005,
^VIX,2016-09-30,VIX,2016-09-30,27,P,0,0,0,0,0,4212,12.2,3112,12.7,14.24,14.24,5574,12.1,5770,12.6,14.2,14.2,0,0,
^VIX,2016-10-01,VIX,2016-10-01,28,C,0,0,0,0,0,0,0,5779,0.05,14.24,14.24,0,0,5570,0.05,14.2,14.2,0,250,
^VIX,2016-10-02,VIX,2016-10-02,28,P,0,0,0,0,0,4152,13.2,3208,13.7,14.24,14.24,4927,13.1,5170,13.6,14.2,14.2,0,0,
^VIX,2016-10-03,VIX,2016-10-03,29,C,0,0,0,0,0,0,0,5889,0.05,14.24,14.24,0,0,5758,0.05,14.2,14.2,0,0,
^VIX,2016-10-04,VIX,2016-10-04,29,P,0,0,0,0,0,4250,14.2,3271,14.7,14.24,14.24,4935,14.1,5170,14.6,14.2,14.2,0,0,
^VIX,2016-10-05,VIX,2016-10-05,30,C,0,0,0,0,0,0,0,5983,0.05,14.24,14.24,0,0,5746,0.05,14.2,14.2,0,335,
^VIX,2016-10-06,VIX,2016-10-06,30,P,0,0,0,0,0,4299,15.2,3175,15.7,14.24,14.24,4899,15.1,5110,15.6,14.2,14.2,0,6,
^VIX,2016-10-07,VIX,2016-10-07,32.5,C,0,0,0,0,0,0,0,6073,0.05,14.24,14.24,0,0,6036,0.05,14.2,14.2,0,100,
^VIX,2016-10-08,VIX,2016-10-08,32.5,P,0,0,0,0,0,4839,17.7,3077,18.2,14.24,14.24,2069,17.7,5010,18.1,14.2,14.2,0,0,
^VIX,2016-10-09,VIX,2016-10-09,35,C,0,0,0,0,0,0,0,6484,0.05,14.24,14.24,0,0,6239,0.05,14.2,14.2,0,215,
^VIX,2016-10-10,VIX,2016-10-10,35,P,0,0,0,0,0,5005,20.2,3016,20.7,14.24,14.24,2510,20.2,5010,20.6,14.2,14.2,0,0,
^VIX,2016-10-11,VIX,2016-10-11,37.5,C,0,0,0,0,0,0,0,6631,0.05,14.24,14.24,0,0,6500,0.05,14.2,14.2,0,0,
^VIX,2016-10-12,VIX,2016-10-12,37.5,P,0,0,0,0,0,5010,22.7,3040,23.2,14.24,14.24,2827,22.7,5007,23.1,14.2,14.2,0,0,
^VIX,2016-10-13,VIX,2016-10-13,40,C,0,0,0,0,0,0,0,6791,0.05,14.24,14.24,0,0,6688,0.05,14.2,14.2,0,375,
^VIX,2016-10-14,VIX,2016-10-14,40,P,0,0,0,0,0,5110,25.2,3176,25.7,14.24,14.24,3147,25.2,5100,25.6,14.2,14.2,0,0,
^VIX,2016-10-15,VIX,2016-10-15,42.5,C,0,0,0,0,0,0,0,9317,0.05,14.24,14.24,0,0,9291,0.05,14.2,14.2,0,0,
^VIX,2016-10-16,VIX,2016-10-16,42.5,P,0,0,0,0,0,5110,27.7,4976,28.2,14.24,14.24,5110,27.7,5077,28.1,14.2,14.2,0,0,
^VIX,2016-10-17,VIX,2016-10-17,45,C,0,0,0,0,0,0,0,9337,0.05,14.24,14.24,0,0,9312,0.05,14.2,14.2,0,0,
^VIX,2016-10-18,VIX,2016-10-18,45,P,0,0,0,0,0,5110,30.2,4987,30.7,14.24,14.24,5110,30.2,5087,30.6,14.2,14.2,0,0,
^VIX,2016-10-19,VIX,2016-10-19,47.5,C,0,0,0,0,0,0,0,9355,0.05,14.24,14.24,0,0,9323,0.05,14.2,14.2,0,0,
^VIX,2016-10-20,VIX,2016-10-20,47.5,P,0,0,0,0,0,5110,32.7,5003,33.2,14.24,14.24,5010,32.7,5098,33.1,14.2,14.2,0,0,
^VIX,2016-10-21,VIX,2016-10-21,50,C,0,0,0,0,0,0,0,9275,0.05,14.24,14.24,0,0,9340,0.05,14.2,14.2,0,0,
^VIX,2016-10-22,VIX,2016-10-22,50,P,0,0,0,0,0,5110,35.2,5007,35.7,14.24,14.24,5010,35.2,5107,35.6,14.2,14.2,0,0,
^VIX,2016-10-23,VIX,2016-10-23,55,C,0,0,0,0,0,0,0,9367,0.05,14.24,14.24,0,0,9342,0.05,14.2,14.2,0,0,
^VIX,2016-10-24,VIX,2016-10-24,55,P,0,0,0,0,0,5110,40.2,5019,40.7,14.24,14.24,5010,40.2,5109,40.6,14.2,14.2,0,0,
^VIX,2016-10-25,VIX,2016-10-25,60,C,0,0,0,0,0,0,0,9369,0.05,14.24,14.24,0,0,9344,0.05,14.2,14.2,0,0,
^VIX,2016-10-26,VIX,2016-10-26,60,P,0,0,0,0,0,5109,45.2,5020,45.7,14.24,14.24,5009,45.2,5110,45.6,14.2,14.2,0,0,
^VIX,2016-10-27,VIX,2016-10-27,65,C,0,0,0,0,0,0,0,9365,0.05,14.24,14.24,0,0,9250,0.05,14.2,14.2,0,0,
^VIX,2016-10-28,VIX,2016-10-28,65,P,0,0,0,0,0,5109,50.2,5020,50.7,14.24,14.24,5009,50.2,5110,50.6,14.2,14.2,0,0,
^VIX,2016-10-29,VIX,2016-10-29,70,C,0,0,0,0,0,0,0,9365,0.05,14.24,14.24,0,0,9250,0.05,14.2,14.2,0,0,
^VIX,2016-10-30,VIX,2016-10-30,70,P,0,0,0,0,0,5109,55.2,5020,55.7,14.24,14.24,5009,55.2,5110,55.6,14.2,14.2,0,0,
^VIX,2016-10-31,VIX,2016-10-31,10,C,5.8,5.8,5.8,5.8,5,8291,5.1,961,5.3,14.24,14.24,4660,5.2,6420,5.4,14.2,14.2,5.8,5067,
^VIX,2016-11-01,VIX,2016-11-01,10,P,0,0,0,0,0,0,0,15539,0.05,14.24,14.24,0,0,13618,0.05,14.2,14.2,0,735,
^VIX,2016-11-02,VIX,2016-11-02,10.5,C,0,0,0,0,0,7924,4.6,329,4.8,14.24,14.24,4516,4.7,6406,4.9,14.2,14.2,0,0,
^VIX,2016-11-03,VIX,2016-11-03,10.5,P,0,0,0,0,0,0,0,13997,0.05,14.24,14.24,0,0,11608,0.05,14.2,14.2,0,0,
^VIX,2016-11-04,VIX,2016-11-04,11,C,0,0,0,0,0,9612,4.1,1749,4.3,14.24,14.24,4297,4.2,6477,4.4,14.2,14.2,0,7,
^VIX,2016-11-05,VIX,2016-11-05,11,P,0,0,0,0,0,0,0,14578,0.05,14.24,14.24,0,0,12203,0.05,14.2,14.2,0,266,
^VIX,2016-11-06,VIX,2016-11-06,11.5,C,0,0,0,0,0,9617,3.6,2343,3.8,14.24,14.24,3885,3.7,6637,3.9,14.2,14.2,0,0,
